#disk	/backup_hdd_2	/dev/sdc1	2879e725-cf7f-4db6-ac6f-8bda39952464	ST2000DM008-2FR102	ZK206014	0x5000c500c8b28f6e	1967846088704	1865649299456	2026-09-11 18:24:35	2026-09-13 01:10:24
#cols	run	files	bytes	sub_lo	sub_hi	first_file	last_file	copied_from	copied_to	manifest_lines	n_fadc	n_sadc	n_prd	n_merged	n_png	n_other	layout
002455	5947	1327210334783	01204	02325	FADC_002455.root.01204	SADC_002455.root.02326	2026-09-11 18:26:16	2026-09-12 04:07:13	0	1122	2327	2328	0	170	0	run-dir
002456	3196	538415095860	00000	01528	FADC_002456.root.00000	SADC_002456.root.01528	2026-09-12 04:10:48	2026-09-12 07:03:32	3200	1529	8	130	0	1529	0	run-dir
