#disk	/backup_hdd	/dev/sdb1	8a695c04-f6e9-4776-b383-2398bab1c2f5	ST2000DM008-2FR102	ZK205Z8S	0x5000c500c8b2b0d9	1967846088704	1766916202496	2026-05-25 22:05:20	2026-09-13 00:21:05
#cols	run	files	bytes	sub_lo	sub_hi	first_file	last_file	copied_from	copied_to	manifest_lines	n_fadc	n_sadc	n_prd	n_merged	n_png	n_other
001902	97	184071513542	00000	00018	FADC_001902.root.00000	SADC_001902.root.00019	2026-05-25 22:10:34	2026-05-26 04:45:34	0	19	20	20	19	19	0
001903	96	183020350089	00000	00018	FADC_001903.root.00000	SADC_001903.root.00018	2026-05-26 04:50:06	2026-05-26 09:18:43	0	19	19	20	19	19	0
001904	41	77946524240	00000	00007	FADC_001904.root.00000	SADC_001904.root.00007	2026-05-26 09:23:14	2026-05-26 11:15:36	0	8	8	9	8	8	0
001905	2	16088	00000		FADC_001905.root.00000	SADC_001905.root.00000	2026-05-26 11:15:37	2026-05-26 11:15:37	0	1	1	0	0	0	0
001906	101	191443548435	00000	00019	FADC_001906.root.00000	SADC_001906.root.00019	2026-05-26 11:20:14	2026-05-26 16:15:33	0	20	20	21	20	20	0
001907	96	175407005238	00000	00018	FADC_001907.root.00000	SADC_001907.root.00018	2026-05-26 16:20:03	2026-05-26 20:38:30	0	19	19	20	19	19	0
001908	56	107702616508	00000	00010	FADC_001908.root.00000	SADC_001908.root.00010	2026-05-26 20:43:02	2026-05-26 23:19:15	0	11	11	12	11	11	0
001909	2	16088	00000		FADC_001909.root.00000	SADC_001909.root.00000	2026-05-26 23:19:15	2026-05-26 23:19:15	0	1	1	0	0	0	0
001910	2	2103876618	00000		FADC_001910.root.00000	SADC_001910.root.00000	2026-05-26 23:21:35	2026-05-26 23:22:24	0	1	1	0	0	0	0
001911	91	158309963187	00000	00017	FADC_001911.root.00000	SADC_001911.root.00017	2026-05-26 23:26:56	2026-05-27 03:18:46	0	18	18	19	18	18	0
001912	76	125766269902	00000	00014	FADC_001912.root.00000	SADC_001912.root.00014	2026-05-27 03:22:44	2026-05-27 06:26:33	0	15	15	16	15	15	0
001913	76	123528777716	00000	00014	FADC_001913.root.00000	SADC_001913.root.00014	2026-05-27 06:30:33	2026-05-27 09:31:00	0	15	15	16	15	15	0
001914	2	16088	00000		FADC_001914.root.00000	SADC_001914.root.00000	2026-05-27 09:31:01	2026-05-27 09:31:01	0	1	1	0	0	0	0
001915	2	1564502947	00000		FADC_001915.root.00000	SADC_001915.root.00000	2026-05-27 09:32:48	2026-05-27 09:33:21	0	1	1	0	0	0	0
001917	2	442495601	00000		FADC_001917.root.00000	SADC_001917.root.00000	2026-05-27 09:33:52	2026-05-27 09:34:01	0	1	1	0	0	0	0
001918	2	219454358	00000		FADC_001918.root.00000	SADC_001918.root.00000	2026-05-27 09:34:16	2026-05-27 09:34:21	0	1	1	0	0	0	0
001919	178	205702538686	00000	00035	FADC_001919.root.00000	SADC_001919.root.00035	2026-05-27 09:37:07	2026-05-27 14:55:15	0	36	36	36	35	35	0
001920	196	229681511265	00000	00038	FADC_001920.root.00000	SADC_001920.root.00038	2026-05-27 14:58:02	2026-05-27 20:40:31	0	39	39	40	39	39	0
