#disk	/backup_hdd_2	/dev/sdc1	376ab6d1-70bc-4bba-b7ef-2e498fd6afb3	ST2000DM008-2FR102	ZFL3GKA0	0x5000c500c8b52ed1	1967846088704	1773314306048	2026-05-28 10:46:17	2026-09-13 00:21:06
#cols	run	files	bytes	sub_lo	sub_hi	first_file	last_file	copied_from	copied_to	manifest_lines	n_fadc	n_sadc	n_prd	n_merged	n_png	n_other
001921	191	227150060334	00000	00037	FADC_001921.root.00000	SADC_001921.root.00037	2026-05-28 11:00:46	2026-05-29 08:31:23	0	38	38	39	38	38	0
001922	186	216754959046	00000	00036	FADC_001922.root.00000	SADC_001922.root.00036	2026-05-29 09:10:08	2026-05-30 07:45:38	0	37	37	38	37	37	0
001923	266	312739503681	00000	00052	FADC_001923.root.00000	SADC_001923.root.00052	2026-05-30 07:53:58	2026-05-31 08:59:08	0	53	53	54	53	53	0
001924	306	350911110725	00000	00060	FADC_001924.root.00000	SADC_001924.root.00060	2026-05-31 09:05:01	2026-06-01 03:31:12	0	61	61	62	61	61	0
001925	231	265536035062	00000	00045	FADC_001925.root.00000	SADC_001925.root.00045	2026-06-01 03:37:00	2026-06-01 22:13:17	0	46	46	47	46	46	0
001926	116	119467877734	00000	00046	FADC_001926.root.00000	SADC_001926.root.00046	2026-06-01 22:35:09	2026-06-02 17:12:38	0	47	47	8	7	7	0
001927	135	69756564283	00000	00045	FADC_001927.root.00000	SADC_001927.root.00045	2026-06-02 17:17:35	2026-06-02 22:16:39	0	46	46	15	14	14	0
001928	137	69107216811	00000	00045	FADC_001928.root.00000	SADC_001928.root.00045	2026-06-02 22:19:41	2026-06-03 04:55:42	0	46	46	15	15	15	0
001929	135	69847878573	00000	00045	FADC_001929.root.00000	SADC_001929.root.00045	2026-06-03 04:57:30	2026-06-03 07:16:24	0	46	46	15	14	14	0
001930	141	72034754455	00000	00048	FADC_001930.root.00000	SADC_001930.root.00048	2026-06-03 07:18:12	2026-06-03 09:41:23	0	49	49	15	14	14	0
