#disk	/backup_hdd	/dev/sdb1	e84db00d-907a-4b29-9295-3c0087a03641	ST2000DM006-2DM164	Z4ZBXGAA	0x5000c500b223a755	1967846088704	1865650630656	2026-09-11 21:04:43	2026-09-13 01:10:24
#cols	run	files	bytes	sub_lo	sub_hi	first_file	last_file	copied_from	copied_to	manifest_lines	n_fadc	n_sadc	n_prd	n_merged	n_png	n_other	layout
002456	2921	511337272605			SADC_002456.root.00007	SADC_002456.root.01527	2026-09-12 07:04:33	2026-09-12 09:48:18	0	0	1521	1400	0	0	0	run-dir
002457	5825	1026846817894	00000	01455	FADC_002457.root.00000	SADC_002457.root.01455	2026-09-12 09:50:10	2026-09-12 15:18:19	0	1456	1456	1457	0	1456	0	run-dir
002458	1171	327439541176	00000	00608	FADC_002458.root.00000	FADC_002458.root.00608	2026-09-12 15:21:51	2026-09-12 17:06:13	1173	609	0	1	0	561	0	run-dir
